id,title,artist,genre,mood,popularity,energy,tempo_bpm,valence,danceability,acousticness,liveness,instrumentalness,speechiness
31710,Extra Uterine Pregnancy,Mortician,grindcore,happy,13,0.747,110.922,0.373,0.172,0.0,0.52,0.896,0.0489
31711,Devoured Alive,Mortician,grindcore,angry,13,0.933,125.227,0.0653,0.235,0.0046,0.377,0.813,0.354
31712,The Great and the Good,Napalm Death,grindcore,angry,12,0.986,107.41,0.0441,0.288,0.0,0.747,0.074,0.193
31713,Malicious Intent,Napalm Death,grindcore,happy,11,0.969,110.931,0.376,0.352,0.0,0.238,0.863,0.171
31714,The White Mare,Full Of Hell,grindcore,angry,13,0.843,61.776,0.0335,0.158,0.0158,0.332,0.7,0.219
31715,Affirmation of Nothing,Full Of Hell,grindcore,angry,12,0.729,91.775,0.303,0.134,0.0,0.335,0.852,0.0491
31716,The Oars Are Broken,Full Of Hell,grindcore,angry,13,0.76,117.135,0.223,0.169,0.0,0.215,0.941,0.0517
31717,Pisces Legs,Full Of Hell,grindcore,happy,13,0.789,157.836,0.416,0.118,0.0,0.394,0.814,0.05
31718,It Failed to Explode,Napalm Death,grindcore,angry,12,0.995,107.021,0.0614,0.199,0.0,0.0757,0.699,0.199
31719,Hacked Up for Barbeque,Mortician,grindcore,moody,13,0.676,86.563,0.137,0.128,0.0007,0.184,0.958,0.0537
31720,Tortured Souls,Painkiller,grindcore,moody,11,0.657,118.585,0.19,0.241,0.0005,0.49,0.7,0.0826
31721,Failure,The Berzerker,grindcore,angry,12,0.988,124.867,0.0323,0.359,0.0,0.444,0.929,0.223
31722,Demoni,Make Them Die Slowly,grindcore,angry,12,0.884,150.001,0.32,0.355,0.0,0.0696,0.897,0.0537
31723,Verrat am Metal,Japanische Kampfhörspiele,grindcore,angry,10,0.817,106.878,0.0769,0.322,0.0004,0.256,0.222,0.201
31724,The Howler,Antigama,grindcore,happy,10,0.988,121.961,0.487,0.171,0.0,0.303,0.868,0.133
31725,Hypothermia,No/Más,grindcore,angry,11,0.97,124.835,0.147,0.263,0.0,0.329,0.564,0.199
31726,Loathsome Delusions,Wormrot,grindcore,angry,12,0.998,83.755,0.0305,0.28,0.0157,0.197,0.877,0.214
31727,Rabia,No/Más,grindcore,happy,12,0.975,118.673,0.389,0.379,0.0,0.288,0.86,0.166
31728,Ciego,No/Más,grindcore,angry,12,0.985,150.492,0.219,0.246,0.0,0.316,0.479,0.227
31729,Savannah's Assault,Phobia,grindcore,angry,11,0.995,123.248,0.0724,0.268,0.0,0.248,0.974,0.11
31730,Breed to Breed,Wormrot,grindcore,angry,12,0.997,144.004,0.0384,0.258,0.0155,0.063,0.923,0.172
31731,Critics,disrupt,grindcore,angry,12,0.921,160.163,0.231,0.327,0.0019,0.312,0.0,0.249
31732,Solidarity,disrupt,grindcore,angry,11,0.989,179.72,0.274,0.192,0.0,0.243,4e-06,0.191
31733,Same Old Shit,disrupt,grindcore,angry,12,0.991,86.644,0.0384,0.242,0.0,0.0398,3e-06,0.0988
31734,Selfish Minds,Phobia,grindcore,angry,11,0.974,123.899,0.106,0.298,0.0002,0.13,0.63,0.321
31735,Compromise,The Berzerker,grindcore,angry,11,0.971,113.75,0.0635,0.303,0.0,0.336,0.563,0.212
31736,Pact of perfection,Afgrund,grindcore,angry,11,0.988,114.817,0.267,0.329,0.0,0.215,0.685,0.14
31737,On Her 1st Birthday,Apartment 213,grindcore,happy,11,0.678,103.314,0.677,0.31,0.0002,0.41,0.000796,0.0997
31738,Pigs Suck,disrupt,grindcore,angry,11,0.917,143.484,0.312,0.282,0.0002,0.207,0.0012,0.11
31739,Green to Grey,disrupt,grindcore,happy,11,0.963,115.477,0.437,0.3,0.0,0.358,0.00274,0.16
31740,Stay Out,Insult,grindcore,angry,12,0.984,121.285,0.0377,0.345,0.0039,0.214,0.911,0.442
31741,Chewed Up and Spit Out,Human Remains,grindcore,angry,10,0.954,93.682,0.239,0.228,0.0,0.0856,0.135,0.192
31742,Scum Infestation and Last Song,Wormrot,grindcore,angry,11,0.997,95.92,0.0383,0.165,0.0022,0.222,0.857,0.236
31743,You Hate You,Lack Of Interest,grindcore,energetic,11,0.824,129.718,0.644,0.379,0.0001,0.245,0.000199,0.272
31744,Another Angle on Angling,disrupt,grindcore,angry,11,0.997,113.137,0.16,0.346,0.0,0.364,5e-06,0.159
31745,The Truth,Insult,grindcore,angry,12,0.97,134.403,0.137,0.295,0.0014,0.151,0.359,0.304
31746,Dimma Över Mångsbodarna,Sportlov,grindcore,angry,12,0.802,170.907,0.17,0.149,0.0,0.267,0.00583,0.0821
31747,Carroll 14 Wossman 7,The Tony Danza Tapdance Extravaganza,grindcore,angry,13,0.983,140.144,0.0652,0.339,0.0,0.0644,0.498,0.12
31748,Lack Of Intelligence,disrupt,grindcore,energetic,12,0.992,118.859,0.602,0.433,0.0,0.345,0.0,0.0947
31749,You Gonna Buy the Beers or the Whole Damn Bar,The Tony Danza Tapdance Extravaganza,grindcore,angry,12,0.989,101.198,0.0714,0.198,0.0001,0.379,0.00322,0.125
31750,Alone Once Again,Lack Of Interest,grindcore,energetic,11,0.781,96.196,0.816,0.389,0.0,0.189,0.00555,0.162
31751,Victims Of Tradition,disrupt,grindcore,angry,12,0.992,113.49,0.308,0.37,0.0,0.301,5e-06,0.143
31752,Suppuration,Carcass,grindcore,angry,13,0.894,106.559,0.077,0.173,0.0224,0.249,0.963,0.0784
31753,Bill Dance Lands the Big One,The Tony Danza Tapdance Extravaganza,grindcore,angry,12,0.973,82.508,0.126,0.22,0.0,0.0861,0.895,0.0906
31754,Bringin' It Straight from Alabama,The Tony Danza Tapdance Extravaganza,grindcore,angry,12,0.965,136.92,0.0771,0.279,0.0,0.353,0.909,0.12
31755,Dont Believe a Word,Carcass,grindcore,moody,14,0.698,149.421,0.134,0.384,0.0,0.0882,0.0113,0.0482
31756,Zochrot,Carcass,grindcore,angry,14,0.971,93.683,0.328,0.365,0.0,0.239,0.124,0.0755
31757,Mount of Execution,Carcass,grindcore,angry,14,0.98,135.219,0.132,0.276,0.0,0.0799,0.0947,0.115
31758,Under the Scalpel Blade,Carcass,grindcore,happy,14,0.93,87.514,0.426,0.367,0.0001,0.311,0.0101,0.0648
31759,Big Puns Not Dead Because I Just Saw Him at Krispy Kreme,The Tony Danza Tapdance Extravaganza,grindcore,angry,12,0.957,125.93,0.0873,0.435,0.0032,0.204,0.477,0.301
31760,Noncompliance to Astm F899-12 Standard,Carcass,grindcore,angry,14,0.991,92.406,0.104,0.248,0.0,0.0255,0.0878,0.188
31761,316L Grade Surgical Steel,Carcass,grindcore,angry,14,0.981,96.371,0.274,0.252,0.0,0.111,0.0104,0.0979
31762,The Master Butcher's Apron,Carcass,grindcore,happy,14,0.991,97.802,0.369,0.304,0.0,0.0411,0.0195,0.107
31763,Rot 'N' Roll - Radio 1 Rock Show Session,Carcass,grindcore,happy,14,0.829,109.748,0.455,0.391,0.0,0.256,0.00823,0.0617
31764,The Black Swarm,Nasum,grindcore,angry,11,0.941,105.75,0.192,0.232,0.0,0.14,0.873,0.117
31765,... And By Best I Mean Worst,Ed Gein,grindcore,moody,11,0.653,90.03,0.308,0.372,0.176,0.229,0.000129,0.0414
31766,Room 7,Antigama,grindcore,angry,11,0.984,116.3,0.0718,0.318,0.0,0.455,0.0527,0.146
31767,The Great Destroyer,Gadget,grindcore,angry,10,0.994,122.67,0.0794,0.331,0.0,0.356,0.23,0.125
31768,Parting Is Such Sweet Sorrow,Nasum,grindcore,angry,10,0.958,129.899,0.316,0.292,0.0,0.0633,0.292,0.179
31769,A Conflict of Interest,Ed Gein,grindcore,angry,10,0.975,81.328,0.118,0.205,0.0,0.374,0.00733,0.0856
31770,Jouhou,Discordance Axis,grindcore,angry,10,0.984,141.269,0.0322,0.298,0.0007,0.235,0.263,0.0702
31771,Typeface,Discordance Axis,grindcore,angry,10,0.987,140.142,0.0461,0.272,0.0,0.175,0.934,0.126
31772,The 02666 Heritage,Gadget,grindcore,angry,11,0.986,117.164,0.178,0.309,0.0,0.287,0.545,0.163
31773,Hindrance,Antigama,grindcore,angry,10,0.986,75.05,0.176,0.356,0.0,0.0328,0.267,0.0918
31774,Illogic,Nasum,grindcore,angry,10,0.976,109.664,0.126,0.284,0.0,0.0745,0.318,0.166
31775,Muteness,Antigama,grindcore,angry,10,0.961,117.959,0.299,0.423,0.0,0.0685,0.69,0.157
31776,The Psychology of Quarantine,Iron Lung,grindcore,angry,12,0.99,84.921,0.0274,0.287,0.0133,0.134,0.00162,0.0495
31777,Worst Case Scenario,Nasum,grindcore,angry,10,0.751,165.614,0.211,0.267,0.0,0.0514,0.874,0.138
31778,Profetas da Submissão,Manger Cadavre?,grindcore,angry,12,0.89,170.467,0.321,0.167,0.0001,0.119,0.00802,0.0736
31779,Miseráveis,Manger Cadavre?,grindcore,angry,11,0.928,166.357,0.284,0.107,0.0001,0.127,0.0923,0.0938
31780,Mortuaria,Impetigo,grindcore,angry,11,0.95,149.48,0.0935,0.208,0.004,0.187,0.589,0.234
31781,"Flow My Tears, the Policeman Said",Discordance Axis,grindcore,angry,10,0.993,102.368,0.0379,0.295,0.001,0.328,0.543,0.0936
31782,Rain Perimeter,Discordance Axis,grindcore,angry,11,0.959,116.017,0.0915,0.359,0.0,0.411,0.705,0.0875
31783,Broken Black Hole,Fuck On the Beach,grindcore,happy,12,0.965,95.626,0.495,0.2,0.0,0.0941,0.922,0.0845
31784,Bridges to a New Dawn,Desalmado,grindcore,angry,14,0.987,136.876,0.0395,0.368,0.0001,0.133,0.646,0.184
31785,Violent Hours (For a Veiled Awakening),Gadget,grindcore,angry,11,0.979,127.51,0.343,0.433,0.0,0.527,0.0404,0.137
31786,Testicular Trauma,Regurgitate,grindcore,angry,10,0.992,109.609,0.0771,0.248,0.0,0.0775,0.91,0.115
31787,Trichotillomania,Sex Prisoner,grindcore,angry,12,0.758,128.186,0.299,0.272,0.0,0.116,0.137,0.109
31788,Unadulterated Brutality,Impetigo,grindcore,angry,11,0.95,76.201,0.321,0.253,0.0152,0.357,0.000172,0.502
31789,Nothing,Iron Lung,grindcore,angry,11,0.889,100.133,0.207,0.215,0.006,0.386,0.806,0.195
31790,Beating a Dead Horse,Ed Gein,grindcore,angry,9,0.962,165.59,0.339,0.232,0.0,0.343,0.00019,0.0965
31791,Tyke,Man Is The Bastard,grindcore,angry,12,0.953,118.265,0.0445,0.321,0.0037,0.14,0.876,0.143
31792,Delocated,Sex Prisoner,grindcore,happy,12,0.967,99.442,0.369,0.411,0.0,0.479,0.794,0.151
31793,Preço da Liberdade,Desalmado,grindcore,happy,13,0.944,82.26,0.363,0.315,0.0,0.277,0.000278,0.0666
31794,When Human Compost Stains All Earth And Repels The Messengers Of Love,Circle Of Dead Children,grindcore,angry,10,0.931,119.153,0.252,0.268,0.0,0.231,0.834,0.134
31795,Rauchen und Yoga,Japanische Kampfhörspiele,grindcore,happy,9,0.995,100.032,0.367,0.449,0.0001,0.39,0.417,0.152
31796,(Tony Williams) Strifetime,Man Is The Bastard,grindcore,angry,11,0.977,104.815,0.0984,0.422,0.0001,0.0698,1.3e-05,0.11
31797,Buried in Concrete,The Arson Project,grindcore,angry,9,0.996,113.636,0.0701,0.31,0.0,0.424,0.626,0.21
31798,"Come Apart Together, Come Together Alone",Discordance Axis,grindcore,angry,11,0.983,106.6,0.0364,0.228,0.0001,0.136,0.861,0.0729
31799,Kept in a Position of Power,Sex Prisoner,grindcore,angry,12,0.968,76.969,0.163,0.257,0.0018,0.212,0.286,0.102
31800,Care for the Machine,Iron Lung,grindcore,angry,11,0.993,145.405,0.0432,0.223,0.0002,0.166,0.628,0.33
31801,Innocent Yourself,Fuck On the Beach,grindcore,angry,11,0.986,101.601,0.191,0.241,0.0,0.0761,0.934,0.119
31802,Beware of the Wolf,Milking the Goatmachine,grindcore,happy,11,0.957,104.936,0.466,0.508,0.0113,0.609,0.22,0.0605
31803,Sea Of Cartilage,Aborted,grindcore,angry,14,0.993,108.108,0.0396,0.215,0.0,0.336,0.849,0.174
31804,Milk Me up Before I Go Go,Milking the Goatmachine,grindcore,angry,11,0.986,140.038,0.248,0.358,0.0003,0.312,0.886,0.127
31805,Stallzeit,Milking the Goatmachine,grindcore,angry,11,0.941,81.015,0.159,0.555,0.0018,0.0963,0.000105,0.154
31806,Piccolo im Streichelzoo,Milking the Goatmachine,grindcore,angry,12,0.951,94.186,0.15,0.246,0.0026,0.602,0.958,0.0945
31807,Friendships,Pascal Letoublon,groove,angry,70,0.78,119.984,0.0742,0.726,0.137,0.0985,0.914,0.0414
31808,Friendships (Lost My Love),Pascal Letoublon,groove,happy,70,0.828,119.953,0.544,0.787,0.106,0.105,0.000605,0.0297
31809,Laid to Rest,Lamb of God,groove,angry,66,0.956,104.016,0.159,0.366,0.0003,0.449,0.00447,0.108
31810,Friendships (Lost My Love) - Gabry Ponte Remix,Pascal Letoublon,groove,happy,0,0.87,125.988,0.542,0.715,0.0048,0.161,0.0017,0.0443
31811,Wrong Side of Heaven,Five Finger Death Punch,groove,happy,66,0.932,149.992,0.543,0.481,0.0072,0.337,0.0,0.083
31812,Redneck,Lamb of God,groove,angry,64,0.996,130.931,0.0601,0.512,0.0001,0.347,0.000167,0.114
31813,Cowboys from Hell,Pantera,groove,happy,72,0.908,114.816,0.437,0.415,0.0044,0.082,0.0345,0.0765
31814,Cemetery Gates,Pantera,groove,happy,67,0.726,146.449,0.426,0.274,0.0002,0.0993,0.0113,0.0449
31815,Body Hammer,Fear Factory,groove,happy,0,0.946,81.961,0.362,0.468,0.0,0.0987,0.0155,0.0772
31816,Holdin' On,Pascal Junior,groove,moody,54,0.543,122.029,0.189,0.816,0.205,0.104,0.00322,0.0468
31817,Ghost Walking,Lamb of God,groove,happy,55,0.992,129.921,0.35,0.511,0.0003,0.299,1.6e-05,0.163
31818,Memento Mori,Lamb of God,groove,angry,56,0.984,123.008,0.0494,0.538,0.0001,0.127,0.787,0.0992
31819,Reflection of My Dreams,Max Fane,groove,focused,54,0.649,117.875,0.362,0.646,0.0547,0.123,0.43,0.0515
31820,Ditch,Lamb of God,groove,happy,57,0.959,149.842,0.434,0.506,0.0004,0.481,0.339,0.0966
31821,Treat Me Right - Marc Philippe Remix,Pete Bellis & Tommy,groove,focused,54,0.627,121.923,0.578,0.776,0.306,0.106,0.00435,0.048
31822,Blood and Thunder,Mastodon,groove,happy,65,0.935,92.717,0.478,0.364,0.0,0.0317,0.729,0.0724
31823,Omerta,Lamb of God,groove,angry,60,0.982,118.504,0.155,0.413,0.0024,0.323,0.00112,0.201
31824,A Little Bit Off,Five Finger Death Punch,groove,energetic,72,0.828,103.985,0.82,0.664,0.0084,0.294,0.0,0.0404
31825,Welcome To The Circus,Five Finger Death Punch,groove,angry,63,0.987,139.982,0.297,0.489,0.0001,0.788,0.0,0.0806
31826,Consagração,Sync 3,groove,sad,36,0.0987,98.258,0.199,0.406,0.796,0.25,0.0,0.0365
31827,Pra Ficar Com Deus,Jefte Santos,groove,energetic,36,0.82,95.974,0.837,0.646,0.0054,0.426,0.0,0.0425
31828,Aviva-Me - Ao Vivo,Jéssica Augusto,groove,angry,36,0.743,89.913,0.129,0.41,0.0027,0.317,0.0,0.0397
31829,És o Maior - Ao Vivo,Jéssica Augusto,groove,moody,37,0.621,107.508,0.157,0.306,0.0163,0.139,1.2e-05,0.0387
31830,Creio Que Tu És a Cura,Luciano Claw,groove,focused,36,0.659,150.056,0.508,0.452,0.582,0.0631,0.0,0.0349
31831,Até Transbordar - Ao Vivo,Sarah Oliveira,groove,melancholic,37,0.452,136.825,0.212,0.42,0.658,0.165,0.0019,0.0356
31832,Teu melhor,Purples,groove,melancholic,38,0.446,143.485,0.257,0.413,0.261,0.0975,0.0,0.0326
31833,Ele Continua Sendo Deus,Jefte Santos,groove,melancholic,37,0.414,121.766,0.259,0.599,0.214,0.322,0.0,0.0339
31834,The Only,Static-X,groove,angry,64,0.979,104.84,0.292,0.428,0.0001,0.129,0.0,0.225
31835,Around This World,Costa Mee,groove,focused,49,0.688,112.013,0.479,0.742,0.0132,0.0668,0.636,0.0389
31836,512,Lamb of God,groove,angry,52,0.971,192.117,0.108,0.344,0.0,0.0893,0.0806,0.106
31837,Far From Home,Five Finger Death Punch,groove,moody,58,0.688,137.882,0.228,0.464,0.0015,0.169,4e-06,0.0298
31838,Ill Designs,Lamb of God,groove,angry,52,0.989,113.764,0.121,0.436,0.0001,0.401,0.00367,0.0974
31839,To The Grave,Lamb of God,groove,happy,54,0.952,197.803,0.484,0.352,0.0013,0.273,0.419,0.138
31840,Feelings Undercover,Pascal Letoublon,groove,happy,54,0.845,120.006,0.539,0.728,0.317,0.11,0.00364,0.0317
31841,Jekyll and Hyde,Five Finger Death Punch,groove,energetic,65,0.964,155.017,0.712,0.537,0.0006,0.0564,1.1e-05,0.113
31842,Wash It All Away,Five Finger Death Punch,groove,angry,65,0.987,123.576,0.272,0.485,0.0,0.267,0.0,0.0738
31843,Vanishing,Lamb of God,groove,angry,55,0.983,122.011,0.12,0.533,0.0001,0.136,0.49,0.107
31844,September Song,Lamb of God,groove,angry,51,0.978,111.583,0.143,0.288,0.0004,0.0441,0.351,0.106
31845,Omens,Lamb of God,groove,angry,55,0.986,95.518,0.261,0.465,0.0002,0.37,0.102,0.0803
31846,Bastard,Soulfly,groove,angry,0,0.963,94.832,0.186,0.27,0.0068,0.0828,0.0209,0.117
31847,I'm Broken,Pantera,groove,energetic,65,0.878,147.385,0.666,0.419,0.0006,0.139,0.559,0.0553
31848,Descansar em Ti,Talita Barreto,groove,melancholic,34,0.291,130.02,0.263,0.764,0.858,0.111,0.0,0.0367
31849,Te Vejo Lá,Leidy Murilho,groove,energetic,34,0.778,125.064,0.662,0.748,0.0693,0.0962,8.1e-05,0.0421
31850,Vê Se Vigia,Jefte Santos,groove,energetic,36,0.814,99.975,0.906,0.754,0.0975,0.162,0.0,0.0627
31851,O Teu Amor - Acústico,Kemuel,groove,melancholic,36,0.23,135.996,0.321,0.458,0.684,0.151,0.0,0.0291
31852,Como Posso Viver,Coral Voice Soul,groove,moody,35,0.579,160.048,0.145,0.304,0.0759,0.394,1e-06,0.0355
31853,Ele Vem,Kemuel,groove,sad,35,0.45,155.053,0.193,0.418,0.75,0.13,0.0,0.0292
31854,Ressuscitou (Resurrecting) [Kemuel Nation],Kemuel,groove,moody,36,0.509,148.055,0.222,0.413,0.326,0.116,0.0,0.0292
31855,Filho - Acústico,Leidy Murilho,groove,relaxed,34,0.412,67.123,0.555,0.687,0.802,0.118,0.0,0.226
31856,Jesus Te Amamos (feat. Nívea Soares),Samuel Mizrahy,groove,sad,35,0.308,116.068,0.118,0.463,0.481,0.112,1e-05,0.0328
31857,Vida Leve,Talita Barreto,groove,relaxed,35,0.495,163.851,0.546,0.605,0.295,0.0868,0.0,0.0363
31858,Nossa Canção (feat. Gabriela Rocha) - Ao Vivo,Preto no Branco,groove,sad,36,0.477,70.384,0.163,0.216,0.326,0.893,0.0,0.0313
31859,Downstroy,Soulfly,groove,happy,0,0.899,149.178,0.505,0.382,0.0021,0.091,0.133,0.078
31860,Nossa Gente - Ao Vivo,Felipe Vilela,groove,happy,35,0.554,87.861,0.927,0.767,0.342,0.459,0.0,0.214
31861,Meu Melhor - Ao Vivo,Trazendo a Arca,groove,energetic,35,0.774,179.753,0.663,0.431,0.333,0.904,0.0,0.0399
31862,Não Há Barreiras,Álvaro Tito,groove,focused,35,0.565,142.918,0.513,0.45,0.16,0.167,8.9e-05,0.0284
31863,Herói dos Heróis - Ao Vivo,Novo Som,groove,angry,36,0.747,144.782,0.251,0.251,0.004,0.799,0.000111,0.0367
31864,Bugatti,Serge Legran,groove,happy,42,0.811,110.093,0.408,0.776,0.349,0.25,0.346,0.135
31865,Skinnyman,Static-X,groove,energetic,44,0.961,91.407,0.794,0.582,0.0012,0.137,0.387,0.0482
31866,Back to You - Marc Philippe Remix,GeoM,groove,energetic,49,0.761,120.977,0.605,0.764,0.176,0.0671,0.0938,0.036
31867,Happy?,Mudvayne,groove,happy,69,0.97,100.065,0.383,0.546,0.0008,0.275,2.1e-05,0.097
31868,Annihilation - Radio Edit,RoelBeat,groove,angry,42,0.779,118.008,0.25,0.755,0.0046,0.174,0.598,0.0402
31869,Is There Anybody Out There?,Machine Head,groove,angry,64,0.953,177.94,0.291,0.408,0.0053,0.338,0.0,0.226
31870,Honey Bucket,Burn The Priest,groove,angry,58,0.96,120.899,0.312,0.369,0.0003,0.301,0.799,0.0568
31871,Treat Me Right - Nikko Culture Remix,Pete Bellis & Tommy,groove,angry,49,0.8,119.99,0.248,0.728,0.0367,0.463,0.194,0.059
31872,Friendships - Suprafive Remix,Pascal Letoublon,groove,moody,51,0.699,119.996,0.279,0.722,0.0098,0.0984,0.819,0.0363
31873,Denial Mechanism,Lamb of God,groove,angry,51,0.988,197.852,0.16,0.329,0.0001,0.236,0.914,0.228
31874,O Céu É o Limite,FLG,groove,happy,33,0.694,203.552,0.867,0.694,0.152,0.108,0.0,0.358
31875,Aleluia,Leidy Murilho,groove,energetic,33,0.796,103.02,0.912,0.712,0.0686,0.101,0.000114,0.0479
31876,Grayscale,Lamb of God,groove,happy,52,0.991,175.023,0.413,0.421,0.0009,0.353,0.0298,0.149
31877,We Can Survive,Zeni N,groove,moody,0,0.694,109.997,0.14,0.765,0.0114,0.108,0.0285,0.0368
31878,Graça,Kemuel,groove,moody,33,0.68,137.904,0.118,0.413,0.0054,0.522,0.000162,0.0335
31879,Em Ti Jesus (In Jesus Name),Rodrigo Mozart,groove,energetic,32,0.908,104.99,0.61,0.685,0.0141,0.0578,7e-06,0.0541
31880,Times Like These,Five Finger Death Punch,groove,happy,66,0.935,73.722,0.593,0.437,0.0102,0.135,0.0,0.0675
31881,Planeta Rua,Felipe Vilela,groove,energetic,33,0.775,173.891,0.892,0.629,0.168,0.373,0.0,0.221
31882,Se Não Fosse Teu Amor,Juninho Black,groove,moody,33,0.519,131.928,0.205,0.518,0.139,0.345,0.0,0.0268
31883,M.I.N.E (End This Way),Five Finger Death Punch,groove,angry,34,0.919,132.043,0.292,0.518,0.0013,0.109,0.0,0.039
31884,Em Fervente Oração,Kemuel,groove,melancholic,34,0.215,103.006,0.295,0.296,0.942,0.261,0.0,0.0304
31885,Tua Graça Me Basta - Ao Vivo,Trazendo a Arca,groove,focused,34,0.576,127.762,0.363,0.434,0.165,0.473,0.0,0.034
31886,Deus de Promessas - Ao Vivo,Trazendo a Arca,groove,focused,33,0.588,139.704,0.41,0.391,0.673,0.26,0.0,0.0594
31887,Tua palavra,Purples,groove,happy,33,0.783,90.018,0.386,0.579,0.304,0.121,8.9e-05,0.0379
31888,efésios 2,Purples,groove,angry,32,0.718,112.008,0.283,0.593,0.11,0.122,0.0,0.0424
31889,Oh Venha ao Altar (Oh Come To The Altar) [Sony Music Live],Kemuel,groove,moody,34,0.565,139.969,0.249,0.514,0.362,0.0927,0.0,0.0292
31890,Toque no Altar - Ao Vivo,Trazendo a Arca,groove,happy,34,0.898,119.943,0.426,0.582,0.0345,0.773,0.0,0.0434
31891,Marca da Promessa,Trazendo a Arca,groove,moody,33,0.526,79.986,0.29,0.554,0.0998,0.751,0.0,0.0263
31892,Não Tenho Outro Bem - Ao Vivo,Trazendo a Arca,groove,melancholic,33,0.494,123.551,0.23,0.348,0.47,0.708,0.0,0.0307
31893,Pra Você - Ao Vivo,Novo Som,groove,moody,34,0.647,132.195,0.276,0.352,0.0085,0.27,1e-06,0.0296
31894,Meu Universo / Venha Ser Feliz - Ao Vivo,Novo Som,groove,moody,33,0.544,133.632,0.347,0.297,0.011,0.471,2.3e-05,0.0322
31895,Warning / Signs,Matvey Emerson,groove,happy,48,0.829,121.976,0.541,0.712,0.0891,0.168,0.0279,0.03
31896,Descending,Lamb of God,groove,angry,54,0.969,93.185,0.129,0.494,0.0001,0.0736,4.4e-05,0.0905
31897,Feel So Good,Anton Ishutin,groove,relaxed,0,0.445,119.995,0.55,0.766,0.0397,0.0508,0.215,0.0556
31898,A Igreja Sou Eu,Daniel Araujo,groove,focused,32,0.691,113.951,0.496,0.658,0.374,0.0742,2.6e-05,0.0374
31899,Me Lembro (feat. Gabriela Rocha),Kemuel,groove,moody,33,0.59,79.111,0.113,0.351,0.441,0.124,0.0,0.0545
31900,Illusion of Us,Anton Ishutin,groove,chill,0,0.473,120.02,0.638,0.819,0.016,0.0644,0.433,0.0567
31901,Jesus - Acústico,Kemuel,groove,melancholic,33,0.334,104.881,0.308,0.657,0.793,0.157,1.2e-05,0.046
31902,Selfish Desires,Anton Ishutin,groove,happy,0,0.707,120.02,0.399,0.761,0.343,0.179,0.73,0.0393
31903,Não Valeria (João 4:20),Kemuel,groove,happy,32,0.863,130.047,0.599,0.6,0.0254,0.217,0.0,0.0565
31904,Now You've Got Something to Die For,Lamb of God,groove,angry,55,0.986,92.334,0.217,0.361,0.0027,0.126,0.00109,0.103
31905,Tu És Bom (You Are Good),Rodrigo Mozart,groove,happy,32,0.778,127.727,0.574,0.624,0.0964,0.371,0.0,0.0904
31906,Abrigo Seguro,Sync 3,groove,moody,32,0.649,135.852,0.317,0.461,0.153,0.0692,0.0,0.0449
31907,Dot Your Eyes,Five Finger Death Punch,groove,happy,33,0.995,148.0,0.359,0.533,0.0005,0.06,0.0,0.112
31908,For You - Original Mix,Anton Ishutin,groove,moody,0,0.505,120.993,0.299,0.651,0.321,0.112,0.0271,0.033
31909,Quietude - Ao Vivo,Kemuel,groove,moody,33,0.686,135.947,0.125,0.46,0.0083,0.515,0.00422,0.0306
31910,Oh Quão Lindo Esse Nome É - Ao Vivo,Sarah Oliveira,groove,sad,32,0.411,139.87,0.173,0.271,0.563,0.102,0.0,0.0331
31911,Com Você Eu Topo - Ao Vivo,Preto no Branco,groove,focused,34,0.652,171.346,0.457,0.308,0.235,0.857,0.0,0.0449
31912,Tudo Que Eu Sou (feat. Eli Soares) - Ao Vivo,Preto no Branco,groove,focused,34,0.677,75.998,0.522,0.646,0.109,0.703,0.0,0.0574
31913,reinas,Purples,groove,moody,32,0.561,143.976,0.192,0.469,0.43,0.131,3.1e-05,0.0299
31914,Ao Que É Digno - Ao Vivo,Paulo Rogerio,groove,happy,31,0.896,110.807,0.391,0.549,0.228,0.695,0.0,0.158
31915,Poderoso Ele É (Ao Vivo),Jéssica Augusto,groove,angry,31,0.894,82.153,0.292,0.269,0.175,0.925,0.0,0.132
31916,Nos Braços do Pai: Live At Dissenso Studio,Sync 3,groove,sad,32,0.306,131.032,0.176,0.326,0.478,0.0885,2e-06,0.0341
31917,"Aleluia, Hosana - Ao Vivo",Trazendo a Arca,groove,energetic,32,0.911,109.094,0.742,0.391,0.283,0.809,0.0,0.128
31918,Eu e Você - Ao Vivo,Novo Som,groove,moody,33,0.609,132.294,0.292,0.342,0.0076,0.819,1.6e-05,0.0306
31919,The Man That Follows Hell,DOWN,groove,happy,0,0.954,90.693,0.512,0.216,0.0,0.286,0.000937,0.0653
31920,Still Can't Sleep - re-mastered,Stoto,groove,sad,49,0.462,120.014,0.0801,0.743,0.311,0.0858,0.888,0.0414
31921,Fine Anyway,Rogér Fakhr,groove,relaxed,52,0.39,62.47,0.484,0.602,0.848,0.114,0.00025,0.0408
31922,Floods,Pantera,groove,angry,57,0.811,120.758,0.151,0.364,0.0027,0.106,0.0093,0.0621
31923,Born in Winter,Gojira,groove,moody,55,0.654,127.996,0.223,0.59,0.0199,0.107,0.721,0.0265
31924,Não Valeria,Kemuel,groove,angry,31,0.95,136.035,0.319,0.558,0.0366,0.973,0.000488,0.18
31925,Pra Sempre,Talita Barreto,groove,focused,30,0.537,177.301,0.5,0.533,0.556,0.119,0.0137,0.174
